circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
SIDDIPET,GAJWEL,TUKKAPUR,KONDAPAK,VEMULA ERRAVALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,0.0,20.1
SIDDIPET,GAJWEL,TUKKAPUR,KONDAPAK,VISWANATH PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,401.0,6.92
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,A.R.PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,241.0,9.39
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,ANAJIPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,14.0,2157.0,35.14
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,MANDAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,632.0,13.75
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,MUNIGADPA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,16.0,1278.0,42.83
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,PEERLAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,13.0,4614.0,34.9
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,RAMACHANDRAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,2.0,606.0,8.22
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,RAYAVARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,8.0,424.0,25.57
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,THIMMAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,9.0,1550.0,23.7
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,TIGUL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,29,28.0,3666.0,77.6
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,TIGUL NARSAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,11.0,791.0,44.46
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,VENKATAPUR (P.T),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,885.0,12.75
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,VENKATAPUR - B,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,5.0,360.0,18.15
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,WATTIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,15.0,3897.0,32.1
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,AHAMADIPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,28,27.0,6771.0,78.16
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,AKKARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,2019.0,29.05
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET RURAL,RAMPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1410.0,13.82
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET RURAL,RAORUKULA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,5559.0,40.0
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET RURAL,SEETHARAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1378.0,12.74
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET RURAL,THORNAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,4124.0,31.75
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET RURAL,VENKATAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,12.0,4685.0,45.2
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,BAKRI CHEPAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,18,16.0,4280.0,54.4
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,BATRAMANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,,0.0,0.16
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,BOGGULONIBANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1395.0,14.5
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,BURUGUPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,10.0,2242.0,35.2
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,ENSANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,26,24.0,8541.0,53.5
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,ANKIREDDY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,1368.0,7.0
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,AREPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,2252.0,22.39
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,BEGUMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,10.0,2191.0,24.19
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,CH.M.PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,4.0,1308.0,15.39
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,CHINNA AREPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1433.0,7.8
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,CHODARPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,2.0,212.0,5.8
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,GOLLA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,387.0,10.0
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,IMAMUNAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,1640.0,6.0
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,KOTHA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,1784.0,22.35
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,LINGA REDDY PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,797.0,17.39
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,MANTHOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,18,14.0,2275.0,38.64
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,MUNGEESAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,394.0,7.8
SIDDIPET,GAJWEL,TUKKAPUR,RAYAPOLE,RAIPOLE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,14.0,5476.0,32.54
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,ANANTHRAO PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,800.0,13.05
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,BURUGUPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,23,22.0,4227.0,47.05
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,DACHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,13.0,2660.0,39.8
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,DATHARPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1094.0,14.65
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,DILALPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,1637.0,35.95
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,KODAKANDLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,16.0,2947.0,46.23
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,KOLGUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,2977.0,32.72
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,PIDCHED,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,2491.0,50.33
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,PREGNAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,26,25.0,9351.0,114.34
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,RIMMANAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,2895.0,46.9
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,SERIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,7.0,387.0,24.75
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,SINGATAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,3879.0,35.95
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,SIRIGIRIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,1880.0,20.87
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,KISTASAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,283.0,4.4
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,MANDA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,14.0,7256.0,93.85
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,MITTAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,28,21.0,9177.0,113.98
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,NANCHARPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,16.0,5272.0,48.98
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,PONNAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,41,33.0,15260.0,136.8
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,THADAKAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,20,20.0,11509.0,40.69
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,VELKATOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,12.0,4532.0,34.98
SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,YELLUPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,2082.0,16.5
SIDDIPET,SIDDIPET,SIDDIPET TOWN,NANGANOOR,AKKANAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,18.0,2224.0,37.53
SIDDIPET,SIDDIPET,SIDDIPET TOWN,NANGANOOR,ANKSHAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,1427.0,15.8
SIDDIPET,SIDDIPET,DUBBAK,CHITTAPUR,AKARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,11.0,4169.0,45.0
SIDDIPET,SIDDIPET,DUBBAK,CHITTAPUR,BOPPAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,8.0,502.0,24.25
SIDDIPET,SIDDIPET,DUBBAK,CHITTAPUR,CHINA NIZAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,6.0,3181.0,20.5
SIDDIPET,SIDDIPET,DUBBAK,CHITTAPUR,CHITTAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,14.0,1906.0,33.25
SIDDIPET,SIDDIPET,DUBBAK,CHITTAPUR,CHOWDARPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,352.0,14.74
SIDDIPET,SIDDIPET,DUBBAK,CHITTAPUR,DHARMAJIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,42,36.0,4981.0,132.0
SIDDIPET,SIDDIPET,DUBBAK,CHITTAPUR,ENGURTHY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,10.0,3311.0,29.9
SIDDIPET,SIDDIPET,DUBBAK,CHITTAPUR,GOSANAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,4.0,273.0,17.53
SIDDIPET,SIDDIPET,DUBBAK,CHITTAPUR,HABSIPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,3597.0,41.34
SIDDIPET,SIDDIPET,DUBBAK,CHITTAPUR,NAGARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1572.0,9.98
SIDDIPET,SIDDIPET,DUBBAK,CHITTAPUR,PADMANABHAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,1322.0,24.5
SIDDIPET,SIDDIPET,DUBBAK,CHITTAPUR,POTHAREDDIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,12.0,890.0,43.69
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,THUMMALAPALLI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,2490.0,13.64
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,THUMMGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,268.0,8.43
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,URLUGONDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,1378.0,17.14
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,VIBALAPURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1932.0,8.76
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,VIBHALAPURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,4480.0,11.5
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,AKUPAMLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,10046.0,21.27
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,BARAKATGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,19.0,5807.0,31.6
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,GANAPAVARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,8568.0,33.25
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,JAGANNATHA PURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1240.0,16.13
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,KALAKOVA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,5108.0,15.25
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,KODANDARAMPURA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1973.0,14.01
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,KOKKIRENI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,5439.0,14.25
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,KRISHNA NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,5718.0,19.34
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,MADHAVARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,5005.0,21.25
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,REDDIGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,8.0,4276.0,22.32
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,SANGAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,17.0,4739.0,36.25
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,THUNGATHURTHY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,30,30.0,23557.0,85.81
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,THURUPUGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,4243.0,16.45
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,VELUGUPALLI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,28,28.0,13846.0,61.2
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,VELUGUVARIGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,150.0,3.75
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,VELUGUVARIGUDEM.,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,86.0,3.0
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,VEMPATY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,3755.0,21.25
SURYAPET,SURYAPET,THUNGATHURTHY,TUNGATHURTHY,VEMPETY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,21,20.0,16513.0,47.6
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,ABBIREDDYPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,4628.0,19.25
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,APPANNAPETA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,21,20.0,4589.0,60.75
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,CHANDRAI NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,165.0,3.0
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,CHINNAPITCHAIAH,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,164.0,2.0
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,DEVELA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,3.0,1640.0,13.5
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,GUDUGUNTLAPALEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,16.0,8996.0,38.25
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,GUNDABOINA GUDE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,1.0,0.0,3.99
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,GUNDLA PAHAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,3682.0,23.75
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,HANUMAI GUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,6150.0,27.75
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,JAN PAHD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,25,25.0,18787.0,64.52
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,KOMATI KUNTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,6.0,2154.0,116.75
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,M.SINGRAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,2207.0,17.61
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,MAHANKALUIGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,428.0,3.64
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,MIQDUMPAD THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,8.0,852.0,24.5
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,MUKUNDAPURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,21,21.0,11519.0,44.33
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,MUNAGALA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,26,25.0,31344.0,99.35
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,NARASHIMHAPURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,9570.0,19.0
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,NARASIMHALA GUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,4266.0,21.45
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,NELAMARY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,16.0,3341.0,27.25
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,REPALA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,22,22.0,10246.0,45.66
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,SEETHARAM PURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,3655.0,11.98
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,SYED MEZAVAR PET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,264.0,4.35
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,TADVAI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,1136.0,15.75
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,TIMMAREDDYGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,6786.0,11.67
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,TURKAGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,8474.0,28.75
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,VENKATRAMPURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,3677.0,11.18
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,GADDI PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,5212.0,35.0
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,GANUGABANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,1186.0,17.7
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,GARAKUNTA THAND,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,6634.0,35.5
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,GAREDEPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,27,27.0,17904.0,63.83
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,KALMAL CHERUVU,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,23,23.0,7396.0,61.15
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,KALWALPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,6444.0,18.5
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,KASARIGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,2048.0,14.9
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,KATTAKURMATHAND,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,2293.0,15.25
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,KEETHAVARIGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,9019.0,40.72
SURYAPET,HUZURNAGAR,HUZURNAGAR,GARIDEPALLY,KODAIGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,2779.0,9.19
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,NAGIREDDYGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,10.0,5405.0,29.59
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,PALAKEEDU,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,4576.0,20.35
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,RAGHAVA PURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,1337.0,18.6
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,RAVI PAHAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1666.0,13.98
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,SAJJA PURAM THA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,4597.0,24.8
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,SAZA PURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,3382.0,20.57
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,SUNYA PAHAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,11.0,1264.0,28.55
SURYAPET,HUZURNAGAR,HUZURNAGAR,PALAKEEDU,YELLAPURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,18.0,5257.0,42.74
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,EANJANWARIGUDAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,150.0,6.75
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,FATHEPER,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,3847.0,22.24
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,GANDHI NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,945.0,9.5
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,JAGNA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,539.0,6.25
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,JANALDINNA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,1808.0,22.0
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,KALLUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,3541.0,25.03
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,KALVALADINNA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,134.0,0.24
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,KANDULAVARIGUDE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,638.0,9.55
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,KETHIREDDYGUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,0.6
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,KOTAIAH GUDEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,106.0,4.19
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,LAL LAXMI PURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,535.0,8.75
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,MEDARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,5597.0,26.37
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,MUKUNDAPURAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,13.0,3217.0,31.55
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,MUTHYALA KUNTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,112.0,5.75
SURYAPET,HUZURNAGAR,HUZURNAGAR,NEREDCHERLA,NEREDCHERALA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,54,54.0,28847.0,141.45
